generation #, # alive cells, # dead cells, BORN, KILLED, avg x pos, avg y pos, 15 seconds to execute
0,1250,38750,0,0,0,0
1,758,39242,317,809,99,98
2,736,39264,356,378,100,99
3,753,39247,355,338,100,98
4,704,39296,317,366,99,99
5,690,39310,310,324,100,99
6,657,39343,305,338,100,98
7,641,39359,278,294,100,99
8,631,39369,270,280,101,98
9,609,39391,266,288,99,99
10,587,39413,265,287,101,98
11,573,39427,265,279,100,99
12,617,39383,270,226,100,98
13,610,39390,266,273,100,99
14,602,39398,290,298,100,99
15,602,39398,263,263,101,100
16,559,39441,239,282,100,101
17,554,39446,231,236,101,101
18,557,39443,240,237,101,101
19,533,39467,235,259,101,101
20,539,39461,230,224,101,102
21,554,39446,237,222,101,102
22,519,39481,205,240,101,100
23,518,39482,221,222,101,101
24,525,39475,223,216,101,101
25,545,39455,240,220,102,101
26,511,39489,222,256,101,101
27,507,39493,215,219,101,101
28,503,39497,212,216,102,101
29,479,39521,194,218,102,102
30,465,39535,195,209,102,102
31,458,39542,179,186,102,103
32,459,39541,197,196,103,103
33,484,39516,188,163,102,102
34,471,39529,199,212,102,102
35,474,39526,185,182,101,104
36,486,39514,193,181,99,103
37,543,39457,212,155,99,104
38,532,39468,208,219,100,103
39,529,39471,209,212,101,104
40,510,39490,222,241,100,104
41,545,39455,232,197,100,104
42,518,39482,224,251,100,104
43,503,39497,224,239,100,105
44,514,39486,226,215,99,106
45,481,39519,198,231,101,107
46,489,39511,196,188,101,107
47,498,39502,208,199,101,107
48,507,39493,214,205,102,108
49,466,39534,186,227,101,107
50,503,39497,219,182,101,107
51,487,39513,206,222,101,107
52,477,39523,219,229,101,106
53,465,39535,191,203,101,106
54,437,39563,176,204,100,108
55,445,39555,185,177,100,108
56,450,39550,174,169,100,109
57,421,39579,165,194,100,108
58,434,39566,179,166,100,110
59,439,39561,165,160,100,110
60,471,39529,185,153,100,111
61,456,39544,194,209,102,110
62,452,39548,175,179,100,110
63,426,39574,186,212,102,110
64,451,39549,174,149,103,109
65,424,39576,168,195,104,109
66,414,39586,164,174,104,109
67,422,39578,166,158,105,109
68,435,39565,174,161,105,109
69,458,39542,179,156,104,109
70,454,39546,195,199,105,109
71,469,39531,191,176,105,109
72,472,39528,207,204,105,110
73,467,39533,173,178,104,108
74,445,39555,171,193,105,109
75,484,39516,181,142,107,108
76,451,39549,167,200,107,109
77,468,39532,185,168,107,109
78,457,39543,170,181,107,111
79,510,39490,209,156,107,110
80,485,39515,206,231,108,110
81,514,39486,223,194,106,111
82,485,39515,195,224,108,110
83,468,39532,190,207,108,112
84,477,39523,191,182,108,111
85,476,39524,172,173,106,112
86,495,39505,193,174,108,113
87,474,39526,191,212,106,113
88,491,39509,192,175,108,114
89,486,39514,193,198,108,113
90,525,39475,214,175,108,113
91,497,39503,206,234,107,113
92,505,39495,200,192,107,112
93,550,39450,240,195,108,112
94,532,39468,218,236,108,112
95,513,39487,202,221,107,112
96,520,39480,216,209,108,113
97,498,39502,215,237,108,112
98,493,39507,202,207,108,112
99,467,39533,200,226,109,112
100,459,39541,179,187,108,111
101,481,39519,188,166,110,111
102,473,39527,183,191,107,110
103,495,39505,198,176,108,111
104,483,39517,197,209,107,109
105,466,39534,191,208,108,110
106,489,39511,209,186,108,109
107,455,39545,189,223,106,111
108,459,39541,202,198,107,111
109,463,39537,180,176,107,112
110,468,39532,187,182,108,112
111,479,39521,196,185,107,112
112,520,39480,208,167,107,112
113,503,39497,198,215,107,113
114,524,39476,216,195,107,112
115,534,39466,227,217,107,112
116,573,39427,232,193,106,113
117,577,39423,252,248,106,112
118,566,39434,250,261,105,112
119,557,39443,243,252,106,113
120,558,39442,227,226,104,113
121,573,39427,231,216,104,112
122,549,39451,241,265,105,114
123,566,39434,240,223,105,112
124,498,39502,199,267,105,113
125,556,39444,229,171,105,112
126,533,39467,227,250,106,113
127,580,39420,236,189,106,111
128,531,39469,226,275,107,112
129,605,39395,249,175,107,112
130,571,39429,235,269,106,112
131,624,39376,254,201,107,112
132,565,39435,241,300,106,111
133,601,39399,246,210,107,110
134,559,39441,234,276,105,113
135,597,39403,243,205,107,113
136,561,39439,228,264,107,112
137,582,39418,239,218,109,114
138,574,39426,225,233,110,114
139,603,39397,247,218,110,113
140,569,39431,251,285,111,114
141,613,39387,275,231,111,115
142,547,39453,229,295,111,114
143,539,39461,232,240,113,115
144,509,39491,209,239,112,115
145,518,39482,209,200,113,115
146,523,39477,210,205,113,115
147,514,39486,206,215,113,115
148,513,39487,225,226,113,115
149,515,39485,209,207,114,115
150,493,39507,190,212,114,115
151,467,39533,171,197,115,116
152,471,39529,170,166,115,116
153,465,39535,164,170,114,116
154,459,39541,157,163,115,116
155,450,39550,144,153,112,115
