1000000,499657,500343,0,0,0,0
1000001,273054,726946,109375,335978,499,500
1000002,271219,728781,12436,14271,500,500
1000003,270104,729896,11567,12682,499,500
1000004,269549,730451,10797,11352,499,500
1000005,269341,730659,10353,10561,499,500
1000006,269615,730385,10067,9793,499,500
1000007,269783,730217,9627,9459,499,500
1000008,270319,729681,9539,9003,499,500
1000009,270801,729199,9204,8722,499,500
1000010,271668,728332,9148,8281,499,500
1000011,272233,727767,8937,8372,499,500
1000012,273066,726934,8854,8021,499,500
1000013,273873,726127,8664,7857,499,500
1000014,274740,725260,8612,7745,499,500
1000015,275573,724427,8521,7688,499,500
1000016,276273,723727,8412,7712,499,500
1000017,277089,722911,8348,7532,499,500
1000018,277881,722119,8268,7476,499,500
1000019,278899,721101,8320,7302,499,500
1000020,279783,720217,8293,7409,499,500
1000021,280675,719325,8224,7332,499,500
1000022,281676,718324,8137,7136,499,500
1000023,282720,717280,8193,7149,499,500
1000024,283499,716501,8056,7277,499,500
1000025,284334,715666,7900,7065,499,500
1000026,285397,714603,8000,6937,499,500
1000027,286417,713583,7982,6962,499,500
1000028,287142,712858,7827,7102,499,500
1000029,288052,711948,7785,6875,499,500
1000030,288827,711173,7729,6954,500,500
1000031,289830,710170,7796,6793,500,500
1000032,290582,709418,7658,6906,500,500
1000033,291500,708500,7734,6816,499,500
1000034,292487,707513,7788,6801,499,500
1000035,293389,706611,7746,6844,499,500
1000036,294350,705650,7791,6830,499,500
1000037,295361,704639,7835,6824,499,500
1000038,296213,703787,7675,6823,499,500
1000039,296986,703014,7670,6897,499,500
1000040,298074,701926,7697,6609,499,500
1000041,298851,701149,7582,6805,499,500
1000042,299757,700243,7727,6821,499,499
1000043,300576,699424,7642,6823,499,499
1000044,301568,698432,7672,6680,499,499
1000045,302473,697527,7628,6723,499,499
1000046,303397,696603,7603,6679,499,500
1000047,304308,695692,7550,6639,499,500
1000048,305174,694826,7569,6703,499,500
1000049,306083,693917,7549,6640,499,500
1000050,306978,693022,7634,6739,499,500
1000051,307696,692304,7476,6758,499,500
1000052,308550,691450,7513,6659,499,500
1000053,309151,690849,7408,6807,499,500
1000054,310014,689986,7476,6613,499,500
1000055,310855,689145,7606,6765,499,500
1000056,311743,688257,7415,6527,499,500
1000057,312843,687157,7678,6578,499,499
1000058,313553,686447,7377,6667,499,499
1000059,314175,685825,7386,6764,499,500
1000060,314891,685109,7456,6740,499,500
1000061,315850,684150,7552,6593,499,499
1000062,316680,683320,7505,6675,498,499
1000063,317427,682573,7439,6692,498,499
1000064,318277,681723,7444,6594,499,500
1000065,318886,681114,7310,6701,499,500
1000066,319797,680203,7470,6559,499,500
1000067,320461,679539,7391,6727,499,499
1000068,321116,678884,7249,6594,499,500
1000069,321857,678143,7443,6702,499,500
1000070,322650,677350,7480,6687,499,500
1000071,323319,676681,7387,6718,499,500
1000072,324027,675973,7408,6700,499,500
1000073,325103,674897,7529,6453,499,500
1000074,325915,674085,7367,6555,499,500
1000075,326639,673361,7443,6719,499,500
1000076,327553,672447,7494,6580,499,500
1000077,328178,671822,7202,6577,499,500
